2.644747634	3.052396312
-0.4403921416	-0.5789345034
0.759853097	1.033944252
0.915342722	0.9124601368
0.4806740614	1.806825724
0.6357324	1.34031222
1.244466468	-0.09338550642
0.09646842798	0.1577062476
1.527684361	1.131058269
1.531670937	1.164155414
2.123252237	3.153738879
1.917793978	0.760091109
2.660309212	2.636932099
-1.004943886	1.588530813
1.363789518	2.15716838
0.9178661038	1.617807673
2.794223096	0.7078385679
0.9719436706	1.629180772
0.1719884493	0.5420528984
3.107034329	0.04650625857
1.676883857	1.115444858
-1.143413762	1.22253023
2.241901281	1.920910205
1.757652061	0.855547935
0.2491386053	1.029482491
1.199710821	0.1335214351
0.7149000634	0.06212500792
1.804560063	2.353236004
3.634754593	0.560591402
1.006897446	1.48615057
-0.3350022038	-0.3605021996
2.602397758	2.991315979
-0.02339140014	-0.9462874021
-1.025100164	-1.50462306
6.090626652	2.389846816
2.227755055	1.057470061
2.416235681	2.24375588
-1.075539882	0.1647394877
2.431527111	0.6156811858
0.710984713	2.54046759
2.464176143	0.3181623508
-0.4052809696	-0.5621656037
4.497776218	1.837247976
2.450123878	2.95754699
1.262846243	2.412639916
0.9987943728	0.8357153475
0.4546263788	0.8332247842
1.290846316	1.043612552
3.923828797	2.421437792
0.7674495704	0.04032005779
0.472509444	3.149807318
2.740828058	1.725690975
0.6206425282	1.753766808
-0.07474813902	-0.1610907185
1.976890388	1.96879426
1.560144413	0.5408607893
2.472246625	-0.3353458392
2.214642903	1.906558068
-2.115711625	-4.163727352
0.572230262	0.4751043039
2.427760055	2.815850545
5.191013735	3.628153542
0.7167438716	0.1487813467
1.814883526	1.302484764
2.719586305	1.478512427
1.772430676	2.222978631
0.2425095386	-0.3784282185
0.524868486	0.5912123366
0.7380706635	0.5203769464
0.5836210102	-0.01933924847
2.287562829	1.25584532
3.73817927	4.823912492
